time,left_arm,right_arm,left_leg,right_leg
2019-07-26 15:02:52,1.1152,1.0809,1.2042,1.073
2019-07-26 15:02:50,0.7229,1.097,0.6534,1.4683
2019-07-26 15:02:49,1.1181,0.9466,0.9027,1.084
2019-07-26 15:02:46,1.106,0.8449,1.6601,1.2816
2019-07-26 15:02:43,1.0713,0.9074,0.9373,1.1169
2019-07-26 15:02:41,0.8965,0.3354,1.1466,0.9137
2019-07-26 15:02:40,1.2489,1.1851,1.0871,1.2101
2019-07-26 15:02:38,1.0871,1.1233,0.9659,0.989
2019-07-26 15:02:36,0.9577,0.9054,0.9843,0.9708
2019-07-26 15:02:35,1.0452,0.9278,0.9941,1.2252
2019-07-26 15:02:32,0.801,0.9792,1.1634,1.0719
2019-07-26 15:02:31,1.5618,1.0181,0.7079,1.0787
2019-07-26 15:02:30,1.0108,1.3598,1.0005,1.0569
2019-07-26 15:02:27,1.0946,0.786,1.0693,0.615
2019-07-26 15:02:24,1.0845,0.8519,0.7451,2.1685
2019-07-26 15:02:23,1.0366,0.8496,0.922,0.9935
2019-07-26 15:02:22,1.0836,0.9009,0.9663,1.0202
2019-07-26 15:02:21,1.0321,0.9256,1.382,0.9605
2019-07-26 15:02:19,1.1011,0.8934,1.1838,1.0298
2019-07-26 15:02:18,0.9703,0.888,0.9744,1.0578
2019-07-26 15:02:17,1.0222,1.2942,1.2786,1.1929
2019-07-26 15:02:12,1.0152,0.9199,0.9763,1.0813
2019-07-26 15:02:09,1.9195,0.8693,0.9921,1.0473
2019-07-26 15:02:07,1.3647,0.8434,0.9778,1.0479
2019-07-26 15:01:58,0.8397,1.0966,0.8145,1.2318
2019-07-26 15:01:57,0.9464,0.8922,1.0083,0.6261
2019-07-26 15:01:54,0.9349,0.8952,0.9616,1.028
