time,left_arm,right_arm,left_leg,right_leg
2019-07-11 12:29:26,0.9253,1.0702,1.8357,1.3056
2019-07-11 12:29:25,1.0222,1.0757,1.0004,1.1035
2019-07-11 12:29:22,1.0386,0.9632,1.0299,1.0466
2019-07-11 12:29:17,0.993,1.1446,0.9511,1.0262
2019-07-11 12:29:14,0.9696,1.2565,0.9777,1.2567
2019-07-11 12:29:06,0.9742,1.0624,0.9792,1.0296
2019-07-11 12:29:05,1.0238,1.0647,0.8377,1.0691
2019-07-11 12:29:02,1.1395,1.0012,1.6585,1.0871
2019-07-11 12:29:01,1.0,0.9967,0.9982,1.0501
2019-07-11 12:28:59,1.0867,1.0284,0.9733,1.0327
2019-07-11 12:28:53,1.0029,1.0491,0.9721,1.0076
