time,left_arm,right_arm,left_leg,right_leg
2019-07-11 12:39:56,0.9742,1.1897,1.1945,0.7589
2019-07-11 12:39:55,1.044,1.0049,0.9801,1.032
2019-07-11 12:39:52,0.9589,0.9244,0.9727,1.0412
2019-07-11 12:39:50,1.3603,0.6966,0.9936,1.0373
2019-07-11 12:39:42,1.1124,0.9469,1.0125,1.0605
2019-07-11 12:39:25,0.3657,0.9798,0.9529,0.7854
2019-07-11 12:38:46,1.2449,1.1263,1.1371,1.0622
2019-07-11 12:38:45,0.8726,1.0136,0.9745,1.5302
2019-07-11 12:38:36,0.899,1.0933,0.9265,1.1048
2019-07-11 12:38:31,1.1181,0.9122,0.7593,1.0604
2019-07-11 12:38:26,0.7617,0.8206,1.2226,1.1131
2019-07-11 12:38:25,0.9706,1.1068,0.9978,1.0185
2019-07-11 12:38:09,1.1765,1.1413,1.1124,1.2954
2019-07-11 12:38:06,1.0196,1.1256,1.0759,1.0808
2019-07-11 12:38:04,1.0409,0.9923,1.1122,1.3334
2019-07-11 12:38:03,1.1109,1.073,0.9676,0.9901
