time,left_arm,right_arm,left_leg,right_leg
2019-07-28 17:17:13,0.9483,0.8905,1.0333,1.0257
2019-07-28 17:17:11,0.9586,0.8893,1.0406,1.0126
2019-07-28 17:17:10,0.8638,0.9249,1.0235,1.1055
2019-07-28 17:17:09,0.9911,1.513,1.0504,0.9057
2019-07-28 17:17:05,0.9425,1.2873,1.0539,0.894
2019-07-28 17:17:03,1.3912,0.7956,1.0032,0.9661
2019-07-28 17:17:03,0.9528,1.0333,1.0114,0.9517
2019-07-28 17:17:01,0.9734,1.0035,1.0006,0.9848
2019-07-28 17:17:00,0.9874,1.0771,1.011,0.968
2019-07-28 17:16:59,1.0375,1.016,0.9762,0.9534
2019-07-28 17:16:58,1.0345,1.0366,0.9244,1.013
2019-07-28 17:16:57,1.0607,1.0532,1.0077,0.9713
2019-07-28 17:16:56,1.0475,1.046,0.9906,0.9733
2019-07-28 17:16:55,0.9994,1.0457,0.9731,0.9846
2019-07-28 17:16:51,0.9663,1.1327,1.0269,0.9578
2019-07-28 17:16:48,0.9844,1.0769,1.1007,0.8955
2019-07-28 17:16:47,0.9647,1.0944,1.0546,1.11
2019-07-28 17:16:46,1.2713,1.0694,1.0097,0.9599
2019-07-28 17:16:45,1.1799,1.0779,0.9945,0.9289
2019-07-28 17:16:44,0.9202,1.0401,0.9782,0.9568
2019-07-28 17:16:42,0.9631,1.0337,1.0362,0.9593
2019-07-28 17:16:40,0.9804,1.0329,1.0336,0.9647
2019-07-28 17:16:38,0.9878,1.0743,1.0474,0.9713
2019-07-28 17:16:37,0.9809,1.095,0.9713,0.975
2019-07-28 17:16:35,1.0013,1.0508,1.0413,0.8641
2019-07-28 17:16:31,1.0633,1.0314,0.9964,0.9316
2019-07-28 17:16:30,1.0782,1.0866,0.9804,0.9642
2019-07-28 17:16:29,1.0878,1.0843,1.0387,0.9805
2019-07-28 17:16:28,1.1369,1.1161,0.97,0.8981
2019-07-28 17:16:27,1.0442,1.0166,0.9843,0.9865
2019-07-28 17:16:26,1.003,1.0549,0.9657,0.911
2019-07-28 17:16:24,1.0255,2.8285,0.9718,0.8584
2019-07-28 17:16:22,1.1057,1.0812,1.0265,0.9311
2019-07-28 17:16:21,1.1195,1.1101,1.021,0.901
2019-07-28 17:16:20,1.0493,1.0671,1.0248,0.9241
2019-07-28 17:16:18,1.0744,1.0723,1.054,0.8904
2019-07-28 17:16:14,1.0829,1.0582,1.0267,0.9663
2019-07-28 17:16:13,1.2429,1.1316,1.0129,0.9375
2019-07-28 17:16:13,1.6729,1.0503,1.0314,0.9439
2019-07-28 17:16:12,0.9511,1.0737,1.0275,0.9572
2019-07-28 17:16:10,1.0138,0.9105,1.1145,0.9173
2019-07-28 17:16:07,0.8732,0.9833,1.0022,0.9602
2019-07-28 17:16:06,0.8585,1.0521,0.9825,0.9659
2019-07-28 17:15:59,0.9146,0.9358,1.0142,1.073
2019-07-28 17:15:58,0.9268,1.0455,0.9945,1.0387
2019-07-28 17:15:54,0.9354,1.0856,1.0282,1.0381
2019-07-28 17:15:52,1.0133,0.8861,1.0339,1.0324
2019-07-28 17:15:50,0.8574,1.0409,1.0092,0.9867
2019-07-28 17:15:48,0.9582,1.104,1.0382,0.9176
2019-07-28 17:15:45,0.8767,1.1035,1.0319,0.9442
2019-07-28 17:15:42,0.9219,1.0977,1.0363,0.9034
2019-07-28 17:15:40,0.9476,1.0893,1.0398,0.9514
2019-07-28 17:15:37,0.958,0.9563,1.0308,0.9917
2019-07-28 17:15:36,2.2047,1.1821,1.0363,1.0297
2019-07-28 17:15:34,0.9737,1.1198,1.0083,0.9547
2019-07-28 17:15:32,0.9792,1.1184,1.0236,0.9501
2019-07-28 17:15:31,0.957,1.1174,1.0211,0.9479
2019-07-28 17:15:30,0.9813,1.1174,1.0211,0.932
2019-07-28 17:15:29,0.9846,1.1108,1.0187,0.9367
2019-07-28 17:15:27,1.0069,1.1124,1.0568,0.9377
2019-07-28 17:15:26,0.9605,1.1274,1.0001,1.0116
2019-07-28 17:15:24,0.9782,1.1177,0.9262,0.9521
2019-07-28 17:15:21,0.9587,1.1204,1.0236,0.8956
2019-07-28 17:15:17,0.9593,1.1248,1.0064,0.9335
2019-07-28 17:15:15,0.961,1.1144,1.0324,0.949
2019-07-28 17:15:11,0.976,1.1225,0.9984,0.9074
2019-07-28 17:15:10,0.9568,1.112,0.7128,0.8907
2019-07-28 17:15:09,0.9521,1.141,0.9445,1.0003
2019-07-28 17:15:08,0.9493,1.1194,1.063,0.7294
2019-07-28 17:15:05,0.9508,1.1165,0.9988,0.939
2019-07-28 17:15:04,0.9862,1.121,0.9595,0.9384
2019-07-28 17:15:03,0.9603,1.1198,1.0144,0.9313
2019-07-28 17:15:00,0.9807,1.1697,1.009,0.9353
2019-07-28 17:15:00,0.9758,1.1142,1.0137,0.9535
2019-07-28 17:14:58,0.9395,1.1117,1.0024,0.9195
2019-07-28 17:14:57,0.9561,1.1091,1.0017,0.9386
2019-07-28 17:14:56,0.9667,1.1097,0.9973,0.9343
2019-07-28 17:14:54,0.9753,1.1108,1.0073,0.9412
2019-07-28 17:14:53,1.034,1.1003,0.9714,0.9168
2019-07-28 17:14:52,0.9721,1.1169,1.0424,0.9028
2019-07-28 17:14:48,0.9639,1.1069,0.9719,0.9154
2019-07-28 17:14:47,0.9704,1.139,0.9468,0.9412
2019-07-28 17:14:46,0.9557,0.9471,0.9381,0.924
2019-07-28 17:14:44,0.9805,1.1245,1.0132,0.9313
2019-07-28 17:14:44,0.9599,1.1187,0.9782,0.9463
2019-07-28 17:14:43,0.9605,1.1021,1.0114,0.9306
2019-07-28 17:14:41,0.9766,1.1179,1.0126,0.9462
2019-07-28 17:14:39,0.986,1.1179,1.037,0.9401
2019-07-28 17:14:38,1.0005,1.1147,1.0595,0.9057
2019-07-28 17:14:37,0.9805,1.1148,1.0327,0.9477
2019-07-28 17:14:36,0.9774,1.1077,1.0399,0.9143
2019-07-28 17:14:34,0.9777,1.1163,0.991,0.8977
2019-07-28 17:14:32,0.969,1.1237,1.1014,0.907
2019-07-28 17:14:30,1.1109,1.1217,0.942,0.9322
2019-07-28 17:14:28,0.891,1.0935,0.994,0.9317
