13,11,62053,384000,16.159635416666667,11.035744137570386
13,11,202605,384000,52.76171875,12.219013549662975
30,12,80777,384000,21.035677083333333,11.299447550522352
30,12,138955,384000,36.18619791666667,11.841905418690201
30,12,44925,384000,11.69921875,10.71274971165176
30,12,207686,384000,54.084895833333334,12.243782602681462
30,12,111188,384000,28.95520833333333,11.618977741306455
30,12,31096,384000,8.097916666666666,10.344834472532058
30,12,101312,384000,26.38333333333333,11.525960143240685
30,12,85805,384000,22.345052083333332,11.359832558836404
54,15,153583,384000,39.99557291666667,11.941996416487216
75,17,152872,384000,39.81041666666666,11.937356248921207
75,17,146005,384000,38.02213541666667,11.891396146679416
94,22,181809,384000,47.34609375,12.110711964450681
94,22,142225,384000,37.037760416666664,11.865165589618847
94,22,151816,384000,39.53541666666667,11.930424540233815
9,7,144295,384000,37.57682291666667,11.879615094126986
